Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Global,1990,All ages,Both,Liver cancer due to NASH,Percent of total DALYs,0.00015541340279230688,0.00012156895705010728,0.00019550294799311908
All Population,Global,1990 - 2023,All ages,Both,Liver cancer due to NASH,DALYs annual % change,0.015032263885967161,,
All Population,Global,1990,All ages,Both,Chronic kidney disease due to diabetes mellitus type 1,Percent of total DALYs,0.0005445975406350869,0.0004085323157629889,0.0006962472461506664
All Population,Global,1990 - 2023,All ages,Both,Chronic kidney disease due to diabetes mellitus type 1,DALYs annual % change,0.009251019668932423,,
All Population,Global,1990,All ages,Both,Chronic kidney disease due to diabetes mellitus type 2,Percent of total DALYs,0.001328815579827879,0.0010839366431914634,0.0016328745187182707
All Population,Global,1990 - 2023,All ages,Both,Chronic kidney disease due to diabetes mellitus type 2,DALYs annual % change,0.016755981336965764,,
All Population,Global,1990,All ages,Both,Refraction disorders,Percent of total DALYs,0.0011916037894780834,0.0008639089280564826,0.0016023628034180937
All Population,Global,1990 - 2023,All ages,Both,Refraction disorders,DALYs annual % change,0.0012373329245550179,,
All Population,Global,1990,All ages,Both,Near vision loss,Percent of total DALYs,0.0008393845075879105,0.00036172989230723817,0.001609875334557664
All Population,Global,1990 - 2023,All ages,Both,Near vision loss,DALYs annual % change,0.014498653673461172,,
All Population,Global,1990,All ages,Both,Pulmonary Arterial Hypertension,Percent of total DALYs,0.00032142760364917703,0.00021716216508277435,0.0004458728521819783
All Population,Global,1990 - 2023,All ages,Both,Pulmonary Arterial Hypertension,DALYs annual % change,-0.01944198448173766,,
All Population,Global,1990,All ages,Both,Hepatoblastoma,Percent of total DALYs,0.0001436533283110402,0.00010416740436456324,0.00018242231435302496
All Population,Global,1990 - 2023,All ages,Both,Hepatoblastoma,DALYs annual % change,-0.01994281588038999,,
All Population,Global,1990,All ages,Both,Burkitt lymphoma,Percent of total DALYs,0.00010145237228676366,0.00006710208150405341,0.00013886465074004826
All Population,Global,1990 - 2023,All ages,Both,Burkitt lymphoma,DALYs annual % change,-0.0036457827071539805,,
All Population,Global,1990,All ages,Both,Other non-Hodgkin lymphoma,Percent of total DALYs,0.0018095061744648514,0.0016087021675335652,0.002049469401782473
All Population,Global,1990 - 2023,All ages,Both,Other non-Hodgkin lymphoma,DALYs annual % change,0.0017667063273491639,,
All Population,Global,1990,All ages,Both,Eye cancer,Percent of total DALYs,0.000204585214525554,0.0001084855991361574,0.00042888077785001555
All Population,Global,1990 - 2023,All ages,Both,Eye cancer,DALYs annual % change,-0.016636255638352162,,
All Population,Global,1990,All ages,Both,Retinoblastoma,Percent of total DALYs,0.00015155550115387293,0.00006201202978296661,0.00037238242630688225
All Population,Global,1990 - 2023,All ages,Both,Retinoblastoma,DALYs annual % change,-0.02412006629748361,,
All Population,Global,1990,All ages,Both,Other eye cancers,Percent of total DALYs,0.00005302971337168087,0.00004027500957281684,0.00006734992738314839
All Population,Global,1990 - 2023,All ages,Both,Other eye cancers,DALYs annual % change,-0.0019419842296477484,,
All Population,Global,1990,All ages,Both,Soft tissue and other extraosseous sarcomas,Percent of total DALYs,0.0005116229745200964,0.00040241016930393585,0.0007256727588351093
All Population,Global,1990 - 2023,All ages,Both,Soft tissue and other extraosseous sarcomas,DALYs annual % change,0.0014527872855597968,,
All Population,Global,1990,All ages,Both,Malignant neoplasm of bone and articular cartilage,Percent of total DALYs,0.0006910122250105786,0.0005349712052053379,0.0009566051569592443
All Population,Global,1990 - 2023,All ages,Both,Malignant neoplasm of bone and articular cartilage,DALYs annual % change,0.0016131187606396524,,
All Population,Global,1990,All ages,Both,Neuroblastoma and other peripheral nervous cell tumors,Percent of total DALYs,0.00008948989121032193,0.00007156597217862265,0.00011342958280003894
All Population,Global,1990 - 2023,All ages,Both,Neuroblastoma and other peripheral nervous cell tumors,DALYs annual % change,-0.0032356140858959817,,
All Population,Global,1990,All ages,Both,Osteoarthritis hip,Percent of total DALYs,0.00017856923028506094,0.00008322437902899923,0.00037020296015223
All Population,Global,1990 - 2023,All ages,Both,Osteoarthritis hip,DALYs annual % change,0.014413487074932669,,
All Population,Global,1990,All ages,Both,Osteoarthritis knee,Percent of total DALYs,0.0018732252267436246,0.000936060068849553,0.003916939686986013
All Population,Global,1990 - 2023,All ages,Both,Osteoarthritis knee,DALYs annual % change,0.014466578406757788,,
All Population,Global,1990,All ages,Both,Osteoarthritis hand,Percent of total DALYs,0.0008876196529998257,0.0004168964897255472,0.0019171605771604282
All Population,Global,1990 - 2023,All ages,Both,Osteoarthritis hand,DALYs annual % change,0.017064743904953394,,
All Population,Global,1990,All ages,Both,Osteoarthritis other,Percent of total DALYs,0.00030774580190043776,0.00014567913646322132,0.0006413077738569961
All Population,Global,1990 - 2023,All ages,Both,Osteoarthritis other,DALYs annual % change,0.0146116849606239,,
All Population,Global,1990,All ages,Both,Ulcerative colitis,Percent of total DALYs,0.0002533556401333248,0.00021007525340176875,0.0003014775043692587
All Population,Global,1990 - 2023,All ages,Both,Ulcerative colitis,DALYs annual % change,0.004216349593667556,,
All Population,Global,1990,All ages,Both,Crohn's disease,Percent of total DALYs,0.00009890528837698064,0.00008309457295296522,0.00011710020584240982
All Population,Global,1990 - 2023,All ages,Both,Crohn's disease,DALYs annual % change,0.00023274738099618377,,
All Population,Global,1990,All ages,Both,Thyroid diseases,Percent of total DALYs,0.001637247176504438,0.0011058143910054317,0.002452524196595123
All Population,Global,1990 - 2023,All ages,Both,Thyroid diseases,DALYs annual % change,0.0017625934710072135,,
All Population,Global,1990,All ages,Both,COVID-19,Percent of total DALYs,0,0,0
All Population,Global,1990 - 2023,All ages,Both,COVID-19,DALYs annual % change,0,,
All Population,Global,1990,All ages,Both,Other direct maternal disorders,Percent of total DALYs,0.0007729055113266289,0.00048594850965184177,0.0011769782658386132
All Population,Global,1990 - 2023,All ages,Both,Other direct maternal disorders,DALYs annual % change,-0.007761341124463245,,
All Population,Global,1990,All ages,Both,Other digestive diseases,Percent of total DALYs,0.000989043956180993,0.000755583708850613,0.0013224829469860333
All Population,Global,1990 - 2023,All ages,Both,Other digestive diseases,DALYs annual % change,-0.0045080546470991235,,
All Population,Global,1990,All ages,Both,Other vision loss,Percent of total DALYs,0.0009174537402625125,0.0006826278551192384,0.0011987848761267268
All Population,Global,1990 - 2023,All ages,Both,Other vision loss,DALYs annual % change,0.004954944164319507,,
All Population,Global,1990,All ages,Both,Self-harm by other specified means,Percent of total DALYs,0.011195468979988072,0.009489251868800907,0.0129040057568385
All Population,Global,1990 - 2023,All ages,Both,Self-harm by other specified means,DALYs annual % change,-0.010974909073955916,,
All Population,Global,1990,All ages,Both,Other benign and in situ neoplasms,Percent of total DALYs,0.0005159544311582527,0.00040528393985611534,0.0006525685724120757
All Population,Global,1990 - 2023,All ages,Both,Other benign and in situ neoplasms,DALYs annual % change,-0.00009057719416906147,,

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2023. Seattle, WA: IHME, University of Washington, 2025. Available from https://vizhub.healthdata.org/gbd-compare/. (Accessed 4/4/2026). For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
