dataset,dataset_title,panel,method_pair,line_name,alpha,y_normalized,y_raw,pg_sigma_used,pg_sigma_plotted
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.08,0.9506060718985424,-0.2051271796226501,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.1,0.9366358434224249,-0.2100372016429901,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.12,0.9259295435819178,-0.2138000726699829,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.14,0.9086484948424365,-0.2198737263679504,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.16,0.8999519209863577,-0.2229302525520324,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.18,0.8780606960018075,-0.2306242138147354,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.2,0.8630143767444832,-0.2359124422073364,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.22,0.8488939339490792,-0.2408752590417862,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.24,0.8344865449180182,-0.2459389269351959,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.26,0.8165002562725208,-0.2522604465484619,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.28,0.7988651036677609,-0.2584585547447204,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.3,0.7804567903724806,-0.26492840051651,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.32,0.7625533464291808,-0.2712208032608032,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.34,0.7386324262407891,-0.2796281278133392,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.36,0.7243415031242301,-0.2846508622169494,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.38,0.6971021311236535,-0.2942245006561279,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.4,0.6749374847038564,-0.30201455950737,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.42,0.652982451491667,-0.3097309470176697,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.44,0.6310744794972051,-0.3174307942390442,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.46,0.6061030342161556,-0.3262073397636413,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.48,0.5842039656953179,-0.3339040577411651,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.5,0.5592078450730814,-0.3426892757415771,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.52,0.5305239904707272,-0.35277059674263,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.54,0.5023628121676015,-0.3626682162284851,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.56,0.4803734369857191,-0.3703966736793518,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.58,0.4511361255038933,-0.3806725144386291,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.6,0.4229716401962785,-0.3905712962150574,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.62,0.3958774372132683,-0.4000939130783081,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.64,0.36126514110206304,-0.4122588634490967,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.66,0.3340606198411008,-0.4218202531337738,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.68,0.30451821599642215,-0.4322033226490021,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.7000000000000001,0.2763690785814357,-0.4420967102050781,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.72,0.24359598573601005,-0.4536152482032776,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.74,0.22332192834405187,-0.4607408344745636,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.76,0.19556607007829024,-0.4704959988594055,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.78,0.16894434476226594,-0.479852557182312,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.8,0.15221972072679776,-0.4857306480407715,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.8200000000000001,0.11916383660007311,-0.4973485767841339,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.84,0.1061231307703124,-0.50193190574646,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.86,0.08104433503585218,-0.5107461810112,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.88,0.05807659529516093,-0.5188184976577759,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.9,0.03765864081043983,-0.5259946584701538,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.92,0.021368336697854238,-0.5317201018333435,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.94,0.010136392733577363,-0.5356677174568176,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.96,0.012149086542546683,-0.5349603295326233,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,0.98,0.0,-0.5392302870750427,,
cook,Cook County IL Fatal Overdoses,DPO_to_SPO+,BPR_to_SPO,SPO+ loss,1.0,0.019355134118963543,-0.5324276685714722,,
